,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,終値差分,UP,終値前日比,始値終値差分
96,2023-06-15,3,23,1858,1868,1851,1860,186100,1860,0,0,0,0.05,1,567200,179000,0,0,0,-2
97,2023-06-14,2,23,1883,1889,1858,1860,246800,1860,0,0,0,0.15,3,572200,180800,21,1,0.0111642743221691,23
98,2023-06-13,1,23,1915,1919,1881,1881,237100,1881,0,0,0,0.05,1,572300,176300,31,1,0.0162133891213389,34
99,2023-06-12,0,23,1892,1927,1886,1912,215700,1912,0,0,0,0.05,1,578900,174100,-12,0,-0.00631578947368421,-20
100,2023-06-09,4,22,1942,1942,1899,1900,225000,1900,964800,618400,0.64,0.05,1,570900,183500,12,1,0.00627615062761506,42
101,2023-06-08,3,22,1911,1918,1897,1912,173600,1912,0,0,0,0.05,1,573600,189100,8,1,0.00416666666666667,-1
102,2023-06-07,2,22,1913,1930,1900,1920,317300,1920,0,0,0,0.15,3,573500,185700,-3,0,-0.00156494522691706,-7
103,2023-06-06,1,22,1879,1919,1869,1917,330000,1917,0,0,0,0.05,1,565800,191600,-35,0,-0.0185972369819341,-38
104,2023-06-05,0,22,1889,1895,1865,1882,220200,1882,0,0,0,0.05,1,578700,205100,-22,0,-0.0118279569892473,7
105,2023-06-02,4,21,1872,1874,1859,1860,222700,1860,983400,683400,0.69,0.05,1,579900,199600,18,1,0.00958466453674121,12
106,2023-06-01,3,21,1880,1886,1870,1878,157400,1878,0,0,0,0.05,1,571800,198900,-2,0,-0.00106609808102345,2
107,2023-05-31,2,21,1874,1884,1865,1876,222600,1876,0,0,0,0.15,3,570400,195500,-15,0,-0.00806018269747448,-2
108,2023-05-30,1,21,1848,1875,1845,1861,195800,1861,0,0,0,0.05,1,574000,201500,-3,0,-0.00161463939720129,-13
109,2023-05-29,0,21,1863,1888,1852,1858,227700,1858,0,0,0,0.05,1,572800,199000,-15,0,-0.00813890396093326,5
110,2023-05-26,4,20,1852,1867,1843,1843,284500,1843,958500,708800,0.74,0.05,1,567700,211900,0,0,0,9
111,2023-05-26,4,20,1852,1867,1843,1843,284500,1843,958500,708800,0.74,0.05,1,567700,211900,17,1,0.00913978494623656,9
112,2023-05-25,3,20,1900,1900,1858,1860,234400,1860,0,0,0,0.05,1,581200,213500,24,1,0.0127388535031847,40
113,2023-05-24,2,20,1888,1891,1875,1884,179100,1884,0,0,0,0.15,3,593000,218900,15,1,0.00789889415481833,4
114,2023-05-23,1,20,1900,1920,1885,1899,291100,1899,0,0,0,0.05,1,595800,211300,3,1,0.00157728706624606,1
115,2023-05-22,0,20,1870,1910,1855,1902,371000,1902,0,0,0,0.05,1,592000,194100,-22,0,-0.0117021276595745,-32
116,2023-05-19,4,19,1898,1924,1877,1880,457200,1880,978100,698700,0.71,0.05,1,587100,218800,20,1,0.0105263157894737,18
117,2023-05-18,3,19,1905,1914,1877,1900,591700,1900,0,0,0,0.05,1,607900,208700,15,1,0.00783289817232376,5
118,2023-05-17,2,19,1960,1972,1903,1915,571600,1915,0,0,0,0.15,3,599100,227300,45,1,0.0229591836734694,45
119,2023-05-16,1,19,1970,1980,1909,1960,1189800,1960,0,0,0,0.05,1,586000,208100,165,1,0.0776470588235294,10
120,2023-05-15,0,19,2135,2147,2101,2125,393700,2125,0,0,0,0.05,1,592600,163200,8,1,0.00375058602906704,10
121,2023-05-12,4,18,2116,2139,2108,2133,340100,2133,899700,544600,0.61,0.05,1,574700,170400,-28,0,-0.0133016627078385,-17
122,2023-05-11,3,18,2063,2116,2063,2105,290000,2105,0,0,0,0.05,1,576800,169300,-42,0,-0.0203587009209889,-42
123,2023-05-10,2,18,2063,2078,2050,2063,130200,2063,0,0,0,0.15,3,573700,169500,0,0,0,0
124,2023-05-09,1,18,2054,2081,2052,2063,202400,2063,0,0,0,0.05,1,577000,167800,-29,0,-0.0142576204523107,-9
125,2023-05-08,0,18,2050,2062,2023,2034,163800,2034,0,0,0,0.05,1,566400,187500,16,1,0.00780487804878049,16
126,2023-05-02,1,17,2030,2064,2017,2050,273200,2050,0,0,0,0.05,1,567800,180500,-28,0,-0.0138476755687438,-20
127,2023-05-01,0,17,2044,2048,2002,2022,342100,2022,0,0,0,0.05,1,564200,201600,31,1,0.0150998538723819,22
128,2023-04-28,4,16,2070,2082,2042,2053,168900,2053,922900,610100,0.66,0.3,6,569700,203200,14,1,0.00677310111272375,17
129,2023-04-27,3,16,2047,2067,2045,2067,136200,2067,0,0,0,0.05,1,672600,189100,-10,0,-0.00486144871171609,-20
130,2023-04-26,2,16,2052,2066,2045,2057,133200,2057,0,0,0,0.15,3,670000,182700,0,0,0,-5
131,2023-04-25,1,16,2057,2079,2047,2057,149300,2057,0,0,0,0.05,1,670400,179300,0,0,0,0
132,2023-04-24,0,16,2069,2084,2054,2057,134600,2057,0,0,0,0.05,1,671700,185900,-1,0,-0.000486381322957198,12
133,2023-04-21,4,15,2069,2075,2044,2056,158000,2056,1037300,618700,0.6,0.05,1,670900,198600,22,1,0.0105871029836381,13
134,2023-04-20,3,15,2009,2084,1999,2078,429200,2078,0,0,0,0.05,1,675400,197200,-65,0,-0.0322901142573274,-69
135,2023-04-19,2,15,2042,2052,1995,2013,507400,2013,0,0,0,0.15,3,645800,217600,43,1,0.0209143968871595,29
136,2023-04-18,1,15,2043,2078,2012,2056,362000,2056,0,0,0,0.05,1,672800,192100,-9,0,-0.00439667806546165,-13
137,2023-04-17,0,15,2035,2066,2035,2047,318400,2047,0,0,0,0.05,1,667400,193700,-17,0,-0.0083743842364532,-12
138,2023-04-14,4,14,2025,2045,1998,2030,258900,2030,1051800,636700,0.61,0.05,1,668500,196300,-8,0,-0.00395647873392681,-5
139,2023-04-13,3,14,2016,2053,2008,2022,191700,2022,0,0,0,0.05,1,663500,186500,4,1,0.00197433366238894,-6
140,2023-04-12,2,14,2009,2034,1994,2026,267300,2026,0,0,0,0.15,3,657100,193300,-29,0,-0.014521782674011,-17
141,2023-04-11,1,14,1973,2008,1970,1997,278600,1997,0,0,0,0.05,1,644800,215400,-20,0,-0.0101163378856854,-24
142,2023-04-10,0,14,1998,2004,1972,1977,170700,1977,0,0,0,0.05,1,644800,223400,18,1,0.00902255639097744,21
143,2023-04-07,4,13,1978,2010,1970,1995,210200,1995,1033400,689000,0.67,0.05,1,644800,217800,-29,0,-0.0147507629704985,-17
144,2023-04-06,3,13,1990,2007,1955,1966,260900,1966,0,0,0,0.05,1,644700,223100,32,1,0.016016016016016,24
145,2023-04-05,2,13,2007,2012,1998,1998,161900,1998,0,0,0,0.15,3,643700,211400,8,1,0.00398803589232303,9
146,2023-04-04,1,13,2040,2040,2001,2006,328300,2006,0,0,0,0.05,1,643800,212500,41,1,0.0200293111871031,34
147,2023-04-03,0,13,2045,2057,2032,2047,158900,2047,0,0,0,0.05,1,653100,198000,-7,0,-0.00343137254901961,-2
148,2023-03-31,4,12,2057,2064,2021,2040,180400,2040,1012100,631200,0.62,0.05,1,652800,208600,0,0,0,17
149,2023-03-30,3,12,2031,2056,2023,2040,205000,2040,0,0,0,0.05,1,652800,197200,-22,0,-0.0109018830525273,-9
150,2023-03-29,2,12,1993,2025,1988,2018,233600,2018,0,0,0,0.15,3,643700,205300,-15,0,-0.00748876684972541,-25
151,2023-03-28,1,12,2045,2049,1994,2003,195700,2003,0,0,0,0.05,1,643700,218800,-1,0,-0.0004995004995005,42
152,2023-03-27,0,12,1997,2025,1990,2002,162100,2002,0,0,0,0.05,1,643800,203500,-11,0,-0.00552486187845304,-5
153,2023-03-24,4,11,2002,2002,1988,1991,236500,1991,990300,666500,0.67,0.05,1,620900,220600,19,1,0.00945273631840796,11
